"WIND","IND","RAIN","T.MAX","IND.2","T.MIN.G"
18.58,0.000,0.7,11.5,0.000,4.7
16.33,1.000,0,8.5,0.000,1
10.96,1.000,0,9.1,0.000,-0.1
6.87,0.000,0,11.2,0.000,2
12.25,0.000,0,14,0.000,6.6
15.87,0.000,0.9,15.4,0.000,11
10.17,0.000,5.9,13.5,0.000,-2
9.33,0.000,1,15.8,0.000,8
13.17,0.000,0.6,16.5,0.000,8.8
16.25,0.000,0.4,18.9,0.000,9.2
13.33,0.000,0.5,14.5,0.000,8.1
23.75,0.000,0.6,11.8,0.000,6.6
12.92,0.000,0.2,12.5,0.000,4.7
13.5,0.000,0.7,12,0.000,3.7
9.71,0.000,0,9.9,0.000,6.5
14.42,0.000,2.5,11.7,0.000,-4.1
15.75,0.000,2.3,11.4,0.000,5
10.96,0.000,4.4,14,0.000,6.3
11.92,0.000,0.7,9.6,0.000,6.8
15.09,0.000,0.1,7.4,0.000,0
8.75,0.000,0,6.6,0.000,-1
8.25,0.000,0,6.5,0.333,-6
6.04,0.000,4.4,8,0.333,-8.5
10.75,0.000,0,8.8,0.333,-2.1
9.5,0.000,4,8.5,0.333,0
10.21,1.000,0,6.6,0.000,-0.6
11.21,0.000,0.7,14.8,0.000,7.9
7.21,0.000,4.1,11.4,0.000,4.5
9.54,0.000,4.3,13.4,0.000,2.5
9.96,0.000,0.1,12.9,0.000,8.5
2.21,0.000,3.4,9.1,0.000,1.5
7.83,1.000,0,8.4,0.000,2.4
9.33,0.000,0,9.2,0.000,-0.8
14.75,0.000,0.5,11.8,0.000,4
6.96,0.000,5,12.2,0.000,6.4
12.5,0.000,0.2,9.4,0.000,0
13.75,0.000,3.5,9.4,0.000,2
17.33,0.000,2.1,8.5,0.000,1.2
7.54,0.000,0,8,0.000,0
3.46,0.000,0,7,0.333,-7.8
1.79,0.000,0.1,7.5,0.333,-10
9.21,0.000,0.4,10.4,0.000,4.5
8.17,0.000,1.9,10.5,0.000,5.5
6.79,0.000,0,7.8,0.000,-0.4
2.42,0.000,0.7,9.6,0.333,-10
5.04,0.000,0,11.4,0.333,-4.5
10.96,0.000,0.2,12.2,0.333,-7.1
7.62,0.000,0.5,12.5,0.000,5
9.83,0.000,0,13.1,0.000,5
12.75,0.000,0.9,13.5,0.000,8.9
6.13,1.000,0,7.5,0.000,-6.8
5.83,0.000,0,5.5,0.000,-4.5
5.96,1.000,0,6.4,0.000,-4.8
10.13,0.000,1.1,7.7,0.333,-8
9.42,0.000,2.7,6.4,0.000,-0.5
8.42,0.000,4.5,4.8,0.000,-0.9
13.33,0.000,3.3,6.2,0.000,-7.2
17.88,0.000,1.1,5.6,0.000,-0.8
13.79,0.000,0,4.3,0.000,1.5
4.83,0.000,0.5,2,0.333,-8.5
8.21,0.000,0,4.8,0.333,-5
11.67,0.000,0.3,8.8,0.333,-11
3.5,1.000,0,8.2,0.000,5.5
4.96,0.000,0,8.6,0.000,5.2
2.83,0.000,0,6.6,0.000,3.5
7.08,0.000,0,7.5,0.000,4.6
6.79,0.000,0,8.8,0.000,-4.4
8.67,0.000,0,8.9,0.000,0.4
5.71,0.000,0.4,9.4,0.000,1.2
5,0.000,2.6,9,0.000,3.6
21.71,0.000,5,11.1,0.000,3.6
19.62,0.000,0.5,6.5,0.000,0.9
18.5,0.000,1.1,7.5,0.000,-0.5
9.54,0.000,4.9,4.1,0.000,-3.2
11.96,0.000,0.7,7.8,0.333,-10.8
13.21,0.000,4.2,9.9,0.000,-3.6
11.71,0.000,0,9.8,0.000,0.9
5.91,0.000,1.8,11.4,0.000,-3.1
17.04,0.000,0.7,11.6,0.000,2.1
12.08,0.000,0.2,10.1,0.000,0.6
6.25,1.000,0,10.8,0.333,-8.2
6.58,1.000,0,10,0.000,-5
3.17,1.000,0,11.3,0.000,-1.5
2.33,1.000,0,8.6,0.000,3.6
2.54,0.000,5,10.4,0.000,-4.5
2.62,0.000,2.9,8.8,0.000,5.4
3.04,0.000,4.5,9,0.000,3.5
6.71,0.000,4.7,9.2,0.000,5.5
7.87,0.000,0,9.7,0.000,-4.5
6.38,0.000,0,9.5,0.000,-2.8
8.25,0.000,0,6.4,0.000,-0.5
8.58,0.000,0.1,7,0.000,-3
6.87,0.000,0,6.8,0.000,1
3.42,0.000,0,7.7,0.000,-2.5
2.25,0.000,0,8,0.000,-1.2
6.71,0.000,0,11.2,0.000,4.1
7,0.000,0.3,11.7,0.000,-4.2
8.92,0.000,0,12,0.000,4.7
13.29,0.000,0,12.5,0.000,4.1
4.71,0.000,4.4,8.7,0.000,4
3.25,0.000,0.1,9.1,0.000,0.4
4.33,0.000,0.1,7.4,0.333,-5.2
8.21,0.000,0.2,8.5,0.333,-7
24.25,0.000,4,4.8,0.000,2
19.08,0.000,0.2,5.8,0.000,1.8
12.12,0.000,0,8.2,0.000,-2
5.96,0.000,0,8,0.000,-2
12.21,0.000,0.4,11.5,0.000,2
15.92,0.000,3,13,0.000,7
14.83,0.000,1.4,11.1,0.000,1.5
10.92,0.000,0,8.6,0.000,1
5.79,0.000,0.1,10.6,0.000,-3
3.21,0.000,0.4,10.8,0.000,6.9
2.04,0.000,0.4,9.6,0.000,4
3.42,0.000,0,10,0.000,4.5
9.29,0.000,0.4,10.3,0.000,3.6
14.79,0.000,0.7,8,0.000,4.5
12.96,0.000,0,8.6,0.000,2
8.25,0.000,0,8.2,0.000,0.6
1.46,0.000,3.6,8.6,0.000,5
1.42,1.000,0,10.5,0.000,-0.8
2.92,1.000,0,10.1,0.000,-2
6.63,0.000,0,10,0.000,-3
5.17,1.000,0,11,0.000,0.6
4.33,1.000,0,11,0.000,-3.5
1.42,0.000,0,14,0.000,-4.5
5.79,0.000,0,13.4,0.000,-2.4
5.63,0.000,0,12.8,0.000,3
2.13,0.000,0,12.7,0.000,-0.5
2.29,0.000,0.5,15.5,0.000,3.2
12,0.000,2.2,11,0.000,4.5
13.75,0.000,0,11.9,0.000,-5
15.83,0.000,0,15,0.000,7.5
6.38,0.000,0.4,15,0.000,7.6
3.88,0.000,0.8,11.7,0.000,3.2
12.62,0.250,4.8,8.8,0.000,4.6
8.46,0.000,0,10.1,0.000,-5.3
11.21,0.000,0,9.5,0.000,4.8
3.83,0.000,0,10.6,0.000,-5
2.37,0.000,0,12.4,0.333,-7
2.75,1.000,0,10.3,0.000,4
2.83,1.000,0,10.6,0.000,3
1.42,0.000,0,13,0.000,-4.5
3.5,0.000,0,15.6,0.000,-4
4.33,0.000,0,15.7,0.000,-1.3
5.41,0.000,0,14.8,0.000,-3.5
7.21,0.000,0.6,16.5,0.000,-2
6.54,0.000,4.1,14.2,0.000,7.2
8.63,0.000,0.4,15.6,0.000,5.5
7.87,0.000,0,16.8,0.000,1
11.46,0.000,0.5,16.7,0.000,7.8
10.04,0.000,0,20.5,0.000,9.4
1.63,1.000,0,14.8,0.000,2.2
5.17,0.000,0,16.1,0.000,0.1
7.17,0.000,0,15.4,0.000,5
4.42,0.000,1.4,16.5,0.000,4
11.12,0.000,0,12.9,0.000,5.4
9.46,0.000,1.5,13,0.000,1.4
7.38,0.000,1.5,14.7,0.000,-1.8
4.25,1.000,0,16,0.000,1
1.54,0.000,0,14.8,0.000,-0.5
1.21,1.000,0,14.2,0.000,9.4
3.46,0.000,0,14.6,0.000,-0.2
4.67,0.000,2.6,11.7,0.000,8.2
7.04,0.000,0,14.6,0.000,9.5
7.46,0.000,1,16.2,0.000,-1
10.63,0.000,0.2,14.3,0.000,1.4
8.5,0.000,0.4,13.5,0.000,2
6.17,0.000,4,13.5,0.000,-0.9
4.88,1.000,0,15.5,0.000,9
4.04,1.000,0,16.5,0.000,5.9
6.42,1.000,0,15.8,0.000,1.7
6.13,0.000,0,20.2,0.000,8
8.63,0.000,0.2,17,0.000,6
9.96,0.000,0,16,0.000,9
7.75,0.000,0,14.3,0.000,7.3
4.71,0.000,1.2,14.2,0.000,8.6
4,0.000,0.5,13.6,0.000,9.5
4.38,0.000,4.2,13.8,0.000,7.6
10.13,0.000,0.8,13.2,0.000,7.8
8.29,1.000,0,14.8,0.000,8
4.5,0.000,0.2,13.8,0.000,9
3.88,0.000,0.1,15,0.000,1.5
9.67,1.000,0,14,0.000,1.6
8.04,0.000,0.7,14.4,0.000,0.1
9.75,0.000,0.3,16,0.000,4.5
11.25,0.000,1.2,17.5,0.000,9
9.83,0.000,2.2,17.2,0.000,9
6.04,0.000,0,18.3,0.000,4.7
3.83,0.000,0,17.4,0.000,10.5
5.79,0.000,0.5,19.5,0.000,6.2
6.71,0.000,2.4,20.7,0.000,13
12.92,0.000,2.2,17.1,0.000,10
10.21,0.000,3,16.5,0.000,6.1
6.75,1.000,0,18.3,0.000,6
3.79,0.000,0,19.4,0.000,6.2
3.71,0.000,0.5,20.4,0.000,12.2
3.37,1.000,0,22.4,0.000,12.8
2.37,0.000,3,20.4,0.000,14.2
3.88,0.000,0,19.2,0.000,7
3.63,0.000,0,21,0.000,8.2
5.09,0.000,0,23.6,0.000,6.9
6.54,0.000,0.1,24.7,0.000,10.5
6.21,0.000,0,20,0.000,11.2
3.83,0.000,0,21.2,0.000,8.5
8.29,0.000,0,24.6,0.000,9
9.46,0.000,0,18.7,0.000,10.6
4.83,0.000,0,18.9,0.000,3
8.04,0.000,0,18.7,0.000,11
12.67,0.000,0,22.5,0.000,12.9
8.5,0.000,0,17.1,0.000,10.3
6.5,0.000,0,17.9,0.000,1.5
4.79,0.000,0,18.4,0.000,5
7.38,0.000,0,19,0.000,9.1
4.58,0.000,0,20,0.000,5.9
4.5,0.000,0,21,0.000,11.5
7.25,0.000,0.5,18.2,0.000,10
2.92,0.000,0.8,18.5,0.000,11.1
4.67,0.000,0,20,0.000,7.2
3.63,0.000,0,22.5,0.000,9
7.96,0.000,3.7,19,0.000,11.1
6.25,0.000,2.9,17.1,0.000,7
7.67,0.000,0.3,21.7,0.000,5.5
9.59,0.000,1.7,18,0.000,13.4
6.92,0.000,2.7,21.3,0.000,13.6
5.37,0.000,5.1,20.6,0.000,11.5
7.67,0.000,0.7,16.5,0.000,11.9
7.67,0.000,0,17.4,0.000,6
12.25,0.000,0,20.9,0.000,13
8.17,0.000,2.8,19.5,0.000,14
7.58,1.000,0,17.6,0.000,12.1
6.17,0.000,5.9,18.6,0.000,11.2
6.29,0.000,3.8,17.4,0.000,12.5
5.63,0.000,0,17.4,0.000,5.1
4.5,0.000,0,17.6,0.000,2.5
4.21,0.000,0,17.5,0.000,2.1
9.42,0.000,0,17.5,0.000,4.1
5.96,0.000,0,18,0.000,8
7.08,0.000,0,22,0.000,7
4.71,0.000,0,21.5,0.000,5.6
5.41,0.000,0,17.2,0.000,7.5
3.5,0.000,0.2,16,0.000,14.6
1.46,0.000,0,18.4,0.000,13.4
2.79,0.000,0,18.4,0.000,12.9
6.46,0.000,0.5,19.2,0.000,5
11.29,1.000,0,19,0.000,6.4
11.04,0.000,0.2,18.9,0.000,14
11.58,0.000,4.4,17.8,0.000,9.4
14.67,1.000,0,20.4,0.000,11.2
13.25,1.000,0,18.8,0.000,11.2
2.83,0.000,3.9,15.2,0.000,11.8
4.63,1.000,0,19,0.000,9.5
5.04,0.000,0,18.4,0.000,3
6.83,0.000,0,22.4,0.000,6.5
6.71,0.000,0,20.5,0.000,5.6
5.46,0.000,0,20.7,0.000,6.6
6.08,0.000,0,20.6,0.000,4.1
8.96,0.000,0,17.8,0.000,11.5
8.21,0.000,0,17,0.000,12.5
1.67,0.000,0,18.5,0.000,4
2.54,0.000,0,21.5,0.000,6.8
4.25,0.000,0,20.9,0.000,8
3.92,0.000,0,21.4,0.000,12
3.67,0.000,0,20,0.000,5.5
7.33,0.000,0,19.3,0.000,12.3
1.58,0.000,0,19,0.000,4.6
6.96,0.000,0,18.7,0.000,2.7
5.13,0.000,0,19.8,0.000,8.4
2.83,0.000,0,20.4,0.000,13.8
2,1.000,0,19.4,0.000,5.2
6,1.000,0,17.3,0.000,11
6.17,0.000,0.1,14.6,0.000,9
6.54,0.000,3.1,15.7,0.000,1
8.38,0.000,0,16.6,0.000,4.5
4.17,0.000,5.7,16.7,0.000,2.5
7.41,0.000,0,22.7,0.000,13.9
5.71,0.000,0,22,0.000,9
4.79,0.000,0.9,19,0.000,9.5
2.92,0.000,0,19,0.000,8
5.17,0.000,0,17.1,0.000,9.5
7.04,0.000,0,18.3,0.000,11.4
10.79,0.000,0.1,20.4,0.000,8.4
8.67,0.000,2,20.1,0.000,14.5
9.75,0.000,0.5,16.4,0.000,11
9.92,0.000,0,17.1,0.000,10.6
16.92,0.000,5.3,19,0.000,10.5
8.33,1.000,0,18.6,0.000,12
7.33,0.000,2.1,11.3,0.000,5
12.46,0.000,2.2,9.8,0.000,5.5
6.38,0.000,0.1,13.4,0.000,-2.5
6.42,0.000,2.1,16.8,0.000,7.2
17,0.000,5.3,14.2,0.000,5.1
17.08,0.000,0.1,13.7,0.000,7.9
14.21,0.000,0.1,14.9,0.000,4.8
16.79,0.000,0,17.2,0.000,2.5
14.46,0.000,0,21.8,0.000,12.6
6.71,0.000,0.1,18,0.000,4
8.04,0.000,0,14.4,0.000,4
7.12,0.000,0,13.4,0.000,-2.8
10.67,0.000,0,12.1,0.000,6.6
13.75,0.000,0.2,13.9,0.000,2.5
7.92,0.000,0,14.2,0.000,5
10.71,0.000,1.4,14.3,0.000,2.5
6.21,0.000,0,16.5,0.000,0.9
9.79,1.000,0,16.6,0.000,9.3
14.96,0.000,1.3,17,0.000,10.6
9,1.000,0,16.3,0.000,8.8
11.96,0.000,0,11.2,0.000,7.8
9.54,1.000,0,10.3,0.000,0.8
13.92,0.000,2.5,13.2,0.000,-2
15.12,0.000,0.5,8.5,0.000,0.1
10.21,0.000,0,6.4,0.000,-2
6.21,0.000,0.3,7.8,0.000,-3
2.88,0.000,0.2,10.2,0.000,4
9.08,0.000,0.6,10.8,0.000,5.6
10,0.000,0.4,9.5,0.000,2
7.58,0.000,0,10,0.000,-0.6
14.37,0.000,0.2,11.9,0.000,6.1
14.37,0.000,1,11.8,0.000,8.2
11.63,0.000,1.3,3.4,0.000,-0.5
11.34,0.000,0,4.1,0.333,-4
20.33,1.000,0,7,0.000,1.2
12.38,0.000,0.6,8.4,0.000,-2.3
7.08,0.000,0,8.6,0.000,-4.8
12.42,0.000,0.2,11.8,0.000,-1.7
9.21,0.000,0.1,11.2,0.000,2.8
9.62,0.000,0.7,8.4,0.000,5.6
9.04,0.000,0.1,4.4,0.333,-7.8
7.83,0.000,0.9,9,0.333,-8.5
9.08,0.000,0,7.7,0.000,-3
8.54,0.000,4.8,7,0.000,0.5
5.13,0.000,0,8.4,0.000,2.5
7.41,0.000,0,10,0.333,-4
9.67,0.000,0.2,11.5,0.000,1.2
4.96,0.000,0,9.8,0.000,7
5.96,0.000,0,9.4,0.000,-2
8.33,0.000,0,5.5,0.333,-3.5
8.42,0.000,0,8,0.333,-5.2
11.58,0.000,0,10.4,0.000,6.8
12.29,0.000,0,9.6,0.000,6.6
10.88,0.000,0.6,11,0.000,6.3
12.08,1.000,0,12.4,0.000,5.5
17.04,1.000,0,12.8,0.000,5.5
15.37,1.000,0,10.8,0.000,5.4
12.29,0.000,0,14,0.000,7.6
9.17,0.000,0,12.2,0.000,4
14.62,0.000,1.8,12.8,0.000,8
19.33,0.000,2.5,13.2,0.000,6.1
21.92,0.000,0.2,15,0.000,4
15.41,0.000,0,12.6,0.000,7.7
3.96,0.000,5.1,9,0.000,3.6
13.13,1.000,0,11.3,0.000,-4.5
11.79,0.000,1.4,10.8,0.000,8.8
13.25,0.000,0.7,6.8,0.000,2
14.58,0.000,0.4,6.5,0.000,1.1
16.21,0.000,0.5,6.6,0.000,2.4
21.04,0.000,0,7.7,0.000,2.1
13,0.000,0,6.8,0.000,5
6.04,0.000,3.6,6.8,0.000,2.9
3.88,0.000,1.2,5,0.000,1.6
2.62,0.000,0,3.2,0.333,-7
2.75,0.000,0.2,5,0.333,-6.9
16.46,0.000,2.2,8.6,0.000,2
5.25,0.000,0.8,9.8,0.000,-3.4
14.04,0.000,6,10,0.000,-0.7
11.87,0.000,0.3,9.9,0.000,2
16.08,0.000,1.9,9,0.000,-3
16.58,0.000,3.5,8.6,0.000,2
12.38,0.000,2.4,8.5,0.000,3.6
11.25,0.000,0,5.7,0.000,-1.4
10.41,0.000,0,5.2,0.333,-7.6
10.41,0.000,0.2,8.3,0.000,-2.5
13,0.000,3.9,12.3,0.000,6.5
14,0.000,0.3,5,0.000,-1.8
9.13,0.000,1,10.1,0.000,-2.8
12.87,0.000,3.3,10.8,0.000,4
18.05,0.000,0.1,7.2,0.000,-0.1
14.04,0.000,0.8,6.2,0.000,1.2
14.92,0.000,0,3.7,0.000,-2.5
6.92,0.000,3.6,2.5,0.333,-2.9
9.08,0.000,0,8.5,0.000,1.4
6.04,0.000,3.2,9.5,0.333,-8.2
1.92,0.000,0,7.8,0.000,-5
3.33,0.000,1.6,8,0.333,-7.6
8.38,0.000,0.2,9.9,0.333,-6.9
7.83,0.000,0.2,8.5,0.333,-8.1
11.46,0.000,1.4,7.6,0.000,-4.1
13.67,0.000,2.3,8.8,0.000,-4.2
12.58,1.000,0,7.9,0.000,-4.7
13.96,0.000,2,10.2,0.000,0.9
17.12,0.000,3.1,6.8,0.000,1.5
14.17,1.000,0,8,0.000,3.8
12.96,1.000,0,6.2,0.000,0.1
4.33,0.000,0,5.8,0.000,3.2
4.12,0.000,0,5,0.000,4
4.58,0.000,0,6.6,0.000,2.4
7.5,0.000,0.1,6.6,0.000,2.6
14.12,0.000,0,8.6,0.000,3.2
14.42,0.000,0.2,6.7,0.000,2.5
7.5,0.000,0.1,7.8,0.000,4
8.29,0.000,0,10.6,0.000,-1.2
11.83,0.000,0.1,10.2,0.000,-5
8.04,0.000,1,11.2,0.000,6.7
8.58,0.000,0.8,9.4,0.000,-2
7.38,0.000,0,10.1,0.000,-5.5
10.88,0.000,1,8.2,0.333,-8.5
11.42,0.000,0.2,7,0.000,-2
8.87,0.000,5.5,9.3,0.000,-3.7
18.41,0.000,0.5,9.5,0.000,-2
15.83,1.000,0,7.7,0.000,2.8
7.87,1.000,0,7.4,0.000,3
4.83,0.000,0,8.6,0.333,-6.8
11.17,0.000,0.2,7.2,0.000,0
18.96,1.000,0,6.4,0.000,3.4
16.5,0.000,0,7.1,0.000,0.6
11.46,0.000,0,7.5,0.000,-1.1
7.75,0.000,0,10,0.000,2
3.29,0.000,0,11.2,0.000,-5.5
2.29,0.000,0,10.8,0.000,2.5
6.5,0.000,0,11.6,0.000,4.8
6.79,0.000,1.8,12.8,0.000,3.6
3.71,0.000,1.4,9,0.000,6
4.12,0.000,0,12.5,0.000,0.3
3.63,0.000,0,13,0.333,-8.3
6.87,0.000,0,10,0.000,-6.9
3.88,0.000,0,13.2,0.000,1.2
6.04,0.000,0,15.4,0.000,1.5
9.46,0.000,1.7,12.1,0.000,-2.5
15.63,0.000,4.1,10,0.000,-1.8
16.08,0.000,0.3,10,0.000,-0.7
9.54,0.000,3.8,11,0.000,-1.8
9.33,0.000,4.9,13.1,0.000,4.5
17.33,0.000,0.3,15,0.000,11.5
14.42,0.000,0.4,10.5,0.000,2.9
14.21,0.000,4.8,11.3,0.000,6.1
19.29,0.000,3.1,11,0.000,5
12.62,0.000,3.7,12.4,0.000,0.7
11.67,0.000,2.8,12.2,0.000,2.6
14.88,0.000,0.1,12.1,0.000,4.8
11.54,0.000,1.2,12.4,0.000,0.4
18.16,0.000,3.4,10.1,0.000,2.2
18.12,0.000,0,12,0.000,2.1
9.17,1.000,0,12.3,0.000,0.3
5.46,0.000,0,10,0.000,3.9
13.92,0.000,0.5,13.3,0.000,-0.6
9.5,0.000,0,11.5,0.000,0.3
5.46,1.000,0,14.5,0.000,8
7.75,0.000,0,13.8,0.000,6.4
6.34,0.000,0,11.4,0.000,-3.8
6.29,0.000,0,10.8,0.000,-3.1
6.71,0.000,0.1,14.8,0.000,-3.8
8.71,0.000,0,10.2,0.000,1.4
11.34,0.000,0,10.6,0.000,1
5.21,0.000,0,11.2,0.000,3.9
8,0.000,0,10.8,0.000,0.2
9.17,0.000,0,13,0.000,3
13,0.000,3.5,11.5,0.000,1.5
15.04,0.000,1,11,0.000,6
11.5,0.000,3.4,12.9,0.000,4.6
6.67,0.000,1.2,14.4,0.000,1.3
4.5,0.000,0,13.1,0.000,-1.4
9.62,0.000,0.2,14.5,0.000,4
9.83,0.000,0,14.6,0.000,2.9
9.71,0.000,1,11.9,0.000,2.7
3.17,0.000,3.1,11.5,0.000,8.5
8.17,0.000,0.6,11.8,0.000,5.5
15.09,0.000,5.6,13.2,0.000,5.5
10,0.000,4,14.5,0.000,3
8.87,0.000,1.7,10.8,0.000,2.2
10.88,1.000,0,12.5,0.000,3.1
10.41,0.000,0,11.9,0.000,6.4
11.67,0.000,0,13.3,0.000,4.8
4.21,0.000,0,13.6,0.000,0
4.71,0.000,0,13.5,0.000,2.2
3.21,0.000,3.4,14,0.000,4.4
8.87,0.000,0.8,13.5,0.000,6.3
10.04,0.000,2.5,13.3,0.000,7.1
9.5,0.000,2,12.5,0.000,5.6
8.08,0.000,0,15.5,0.000,5.5
12.25,0.000,1,13.5,0.000,7
13.33,0.000,0.8,16,0.000,8
19.75,0.000,1.5,16.1,0.000,3.5
24.5,0.000,4.5,14.7,0.000,6
18,0.000,0,15.6,0.000,7.5
15,0.000,0.3,16.3,0.000,6
20.08,0.000,2.4,13.7,0.000,6.2
19.55,0.000,3.9,14.5,0.000,7.3
7.96,0.000,2.1,15,0.000,5.8
3.25,0.000,1.2,15.4,0.000,3.8
10.63,0.000,2,12.3,0.000,7.4
4.58,0.000,0.2,12.8,0.000,4
5.96,0.000,5.4,13.9,0.000,3.2
6.92,0.000,1.8,14,0.000,4
9.04,0.000,0.3,15.5,0.000,2.6
9.04,0.000,2,13.5,0.000,3.5
7.5,0.000,4,13.6,0.000,7
9,0.000,1.9,14,0.000,6
6,1.000,0,13.5,0.000,3
4.71,0.000,0.2,14.4,0.000,5.4
9.08,1.000,0,16.9,0.000,4.8
3.08,0.000,0.5,18,0.000,2.9
6.92,0.000,0,17.6,0.000,10
3.54,0.000,0.6,18.1,0.000,6.3
15.04,0.000,1.6,16.5,0.000,10.3
13,0.000,1.3,16.1,0.000,10.5
11.63,0.000,0.1,16.5,0.000,5.3
10.83,0.000,1.7,16.4,0.000,5.6
18.38,1.000,0,17,0.000,5.5
15.29,0.000,0.8,16.2,0.000,7.2
12.58,0.000,0.4,13.6,0.000,7.1
11.17,0.000,1.3,18.7,0.000,11.2
8.21,0.000,0,17.4,0.000,10.8
8.71,0.000,0.5,15.5,0.000,8.2
7.87,0.000,2.6,15.9,0.000,4
5.09,0.000,4.6,13.8,0.000,5.5
9.79,0.000,0,15,0.000,5.5
12.71,0.000,0,16.3,0.000,5.2
9.04,0.000,0.6,19.1,0.000,10
8.42,0.000,0.5,17,0.000,6.5
5,0.000,2.6,16.7,0.000,8.2
10.92,0.000,0,17,0.000,11.1
4.17,0.000,0,16.5,0.000,1.6
9.92,0.000,0.9,16,0.000,2.5
15.25,0.000,2.4,17.4,0.000,6.7
8.04,0.000,0.1,16.7,0.000,7.3
7.29,0.000,0.3,18.2,0.000,9.6
3.79,1.000,0,19.5,0.000,14.4
2.5,1.000,0,21,0.000,14.6
3.54,0.000,0,22.3,0.000,7
4.33,0.000,0,21,0.000,9.1
6.58,0.000,0,22.7,0.000,7
9.96,0.000,0,22.5,0.000,8
4.08,0.000,0,23.4,0.000,9.6
3.67,0.000,0,24,0.000,10.2
3.08,0.000,1,18,0.000,8.7
3.21,0.000,0.1,20,0.000,14.5
4.29,0.000,0,21.2,0.000,8.8
5.46,0.000,3.9,21.9,0.000,8.5
4.21,0.000,0,19.8,0.000,11.7
4.04,0.000,0,20.4,0.000,9.7
2.33,0.000,0,21.7,0.000,5
3.75,0.000,1,19.8,0.000,8.5
6.17,0.000,0.2,17.7,0.000,12
5.09,0.000,2.2,17.5,0.000,8.3
12.42,0.000,0.3,15.2,0.000,10.5
11.5,1.000,0,17.6,0.000,10
8.63,0.000,0.7,17.9,0.000,6.1
17.54,1.000,0,19.4,0.000,10.8
11.21,0.000,2,20,0.000,11
9.83,0.000,0.2,20.4,0.000,9.3
14.12,0.250,4,16.7,0.000,10.9
9.87,0.000,0.1,16.6,0.000,8.3
7.17,0.000,2.9,15.2,0.000,-0.5
6.92,0.000,1.2,16,0.000,-0.6
9.92,0.000,0.9,17.5,0.000,10.1
3.92,0.000,0,18,0.000,4.9
7.04,0.000,0.2,20,0.000,11
6.67,0.000,0,17,0.000,5
11.54,0.000,0.7,18.7,0.000,10.2
15.12,0.000,0,18.6,0.000,14
8.87,0.000,0,17,0.000,7.2
8.58,0.000,0.1,20.9,0.000,4.1
8.25,0.000,0.4,19.3,0.000,14.5
4.29,0.000,0,20.3,0.000,4.1
2.62,1.000,0,20,0.000,6.6
7.92,0.000,0,21.6,0.000,7.6
5,0.000,0,18.7,0.000,10.6
5.88,0.000,0,16,0.000,3.7
6.71,0.000,0,17.2,0.000,5.1
6.13,0.000,0,16.2,0.000,3.6
6.83,0.000,0,17.5,0.000,12.6
6.92,0.000,0,17.6,0.000,6.2
4.88,0.000,0,18.5,0.000,4
5.33,0.000,0,17.5,0.000,3
3.67,0.000,0,22,0.000,3
4.75,0.000,0,23.2,0.000,4
6.38,0.000,0,21.2,0.000,6
5.91,0.000,0,15.2,0.000,11.3
3.96,0.000,0,17.1,0.000,8
5.96,0.000,1.8,17.5,0.000,3.4
10,0.000,0,17,0.000,9.9
6.17,0.000,2.9,14,0.000,-1.6
10.67,0.000,0.2,14,0.000,2
11.58,0.000,0.1,14.8,0.000,0
12.38,1.000,0,15.7,0.000,2.4
10.67,0.000,0.5,15.1,0.000,8.2
10.13,1.000,0,16.3,0.000,8
5,0.000,0,15.4,0.000,2.4
4.54,0.000,0,17.5,0.000,0
7.58,0.000,0.1,14.6,0.000,6
3.88,0.000,0,16,0.000,0.5
4.5,0.000,0,14,0.000,1.5
5.83,0.000,0,13,0.000,9
6.17,0.000,0.4,18.4,0.000,-0.5
7.08,0.000,0.4,16,0.000,10
4.38,0.000,0,18,0.000,4
7.87,0.000,0,17.6,0.000,11
10.29,0.000,0,13.7,0.000,8.9
6.63,0.000,0,12.8,0.000,9.8
3.54,0.000,0,16,0.000,-1.7
3.5,0.000,0,17.4,0.000,2.1
2.54,0.000,0,16,0.000,-1.5
8.33,0.000,0,17.9,0.000,-0.4
11.5,0.000,0,17.7,0.000,8.9
11.42,0.000,0.4,14.5,0.000,10.1
9.13,1.000,0,15.2,0.000,5.1
3.5,0.000,0,16.9,0.000,6.5
4.04,0.000,0,15.7,0.000,6.1
7.04,0.000,0,15.4,0.000,-2
5.75,0.000,0,16.5,0.000,5
5.5,0.000,0.1,16.6,0.000,-0.1
10.08,0.000,1.1,17.4,0.000,7.3
9.38,0.000,3.7,14.1,0.000,8.4
11.25,0.000,0,15.6,0.000,8.5
5.75,0.000,0,14,0.000,9
5.91,0.000,0,14.5,0.000,-0.2
8.87,0.000,0,13.5,0.000,0.2
10.29,0.000,0,15.2,0.000,-0.4
6.75,0.000,0,13.6,0.000,10.6
10.5,0.000,0,12.2,0.000,10.4
11.34,0.000,0,12.8,0.000,7.5
5.83,0.000,0,10.9,0.000,7.1
9.08,0.000,0,10,0.000,2.3
10.88,1.000,0,12.1,0.000,-2.7
20.62,1.000,0,15,0.000,4.8
14,0.000,0.5,14.5,0.000,8.5
9.33,0.000,0.8,13.6,0.000,-1.8
9.17,1.000,0,14.5,0.000,7.1
11.96,0.000,1.8,14.5,0.000,3
12.87,0.000,0.2,15.3,0.000,7.7
6.42,0.000,0,14.7,0.000,8.9
4.58,0.000,0,13.1,0.000,1
